
double dx 1
bool fixed_width_bins true
int l 0
int m 0
int ndata 800
bool realpart true
bool spherical_harmonic true
double xoffset 0.5
matrix_double ydy_datablock {
3.91755e-49 0 
2.57029e-12 0 
4.35745e-05 0 
0.0485308 0 
2.2437 0 
24.6547 0 
126.089 0 
407.956 0 
985.205 0 
1950.24 0 
3360.26 0 
5211.89 0 
7497.29 0 
10152 0 
13180.2 0 
16379.8 0 
19765.4 0 
23305.3 0 
26928.6 0 
30538.8 0 
34190 0 
37825.3 0 
41332.8 0 
44830.1 0 
48117.7 0 
51506.1 0 
54613.1 0 
57462.5 0 
60480.4 0 
63180.7 0 
65893.1 0 
68265 0 
70868.9 0 
72991.1 0 
75089.5 0 
77141.5 0 
79023.1 0 
80837.1 0 
82393.5 0 
84000.1 0 
85479.7 0 
86767.6 0 
88117.6 0 
89390 0 
90475.1 0 
91433.4 0 
92432.3 0 
93324.3 0 
94174.6 0 
94877 0 
95660.9 0 
96288.3 0 
96827 0 
97434.2 0 
97843 0 
98303.7 0 
98730.2 0 
99019.7 0 
99429.3 0 
99733.5 0 
100029 0 
100239 0 
100497 0 
100668 0 
100856 0 
101013 0 
101150 0 
101215 0 
101311 0 
101373 0 
101453 0 
101510 0 
101502 0 
101580 0 
101621 0 
101591 0 
101615 0 
101636 0 
101585 0 
101596 0 
101597 0 
101561 0 
101544 0 
101513 0 
101477 0 
101448 0 
101412 0 
101379 0 
101351 0 
101328 0 
101279 0 
101241 0 
101227 0 
101197 0 
101119 0 
101099 0 
101052 0 
101027 0 
100976 0 
100953 0 
100913 0 
100880 0 
100843 0 
100825 0 
100821 0 
100761 0 
100714 0 
100689 0 
100681 0 
100661 0 
100641 0 
100605 0 
100582 0 
100570 0 
100535 0 
100526 0 
100497 0 
100484 0 
100452 0 
100455 0 
100427 0 
100425 0 
100390 0 
100364 0 
100370 0 
100356 0 
100341 0 
100330 0 
100322 0 
100300 0 
100302 0 
100296 0 
100279 0 
100266 0 
100269 0 
100264 0 
100248 0 
100244 0 
100222 0 
100227 0 
100221 0 
100217 0 
100206 0 
100196 0 
100193 0 
100176 0 
100170 0 
100164 0 
100169 0 
100158 0 
100158 0 
100149 0 
100149 0 
100146 0 
100139 0 
100137 0 
100130 0 
100131 0 
100127 0 
100123 0 
100120 0 
100112 0 
100116 0 
100109 0 
100102 0 
100104 0 
100109 0 
100097 0 
100086 0 
100099 0 
100085 0 
100084 0 
100090 0 
100077 0 
100080 0 
100079 0 
100080 0 
100070 0 
100078 0 
100073 0 
100069 0 
100076 0 
100066 0 
100066 0 
100063 0 
100060 0 
100054 0 
100057 0 
100060 0 
100048 0 
100057 0 
100063 0 
100056 0 
100058 0 
100051 0 
100049 0 
100048 0 
100046 0 
100044 0 
100045 0 
100042 0 
100043 0 
100041 0 
100039 0 
100038 0 
100035 0 
100040 0 
100043 0 
100040 0 
100036 0 
100035 0 
100037 0 
100038 0 
100035 0 
100033 0 
100033 0 
100036 0 
100035 0 
100029 0 
100029 0 
100029 0 
100028 0 
100032 0 
100029 0 
100027 0 
100027 0 
100028 0 
100029 0 
100023 0 
100027 0 
100023 0 
100025 0 
100027 0 
100025 0 
100024 0 
100016 0 
100023 0 
100024 0 
100020 0 
100025 0 
100018 0 
100023 0 
100023 0 
100020 0 
100018 0 
100021 0 
100019 0 
100015 0 
100017 0 
100019 0 
100019 0 
100018 0 
100016 0 
100016 0 
100017 0 
100018 0 
100019 0 
100017 0 
100017 0 
100017 0 
100015 0 
100016 0 
100017 0 
100013 0 
100013 0 
100012 0 
100011 0 
100015 0 
100016 0 
100014 0 
100010 0 
100012 0 
100014 0 
100013 0 
100017 0 
100012 0 
100010 0 
100009 0 
100011 0 
100014 0 
100012 0 
100011 0 
100010 0 
100011 0 
100010 0 
100012 0 
100011 0 
100010 0 
100011 0 
100010 0 
100007 0 
100010 0 
100011 0 
100012 0 
100012 0 
100009 0 
100008 0 
100005 0 
100009 0 
100008 0 
100009 0 
100007 0 
100006 0 
100006 0 
100007 0 
100009 0 
100010 0 
100007 0 
100009 0 
100009 0 
100009 0 
100005 0 
100007 0 
100006 0 
100012 0 
100007 0 
100008 0 
100006 0 
100006 0 
100007 0 
100006 0 
100007 0 
100006 0 
100007 0 
100004 0 
100005 0 
100007 0 
100005 0 
100005 0 
100008 0 
100007 0 
100007 0 
100005 0 
100006 0 
100007 0 
100004 0 
100003 0 
100007 0 
100005 0 
100004 0 
100007 0 
100005 0 
100007 0 
100006 0 
100003 0 
100004 0 
100006 0 
100007 0 
100001 0 
100002 0 
100005 0 
100006 0 
100005 0 
100008 0 
100003 0 
100005 0 
100003 0 
100004 0 
100004 0 
100004 0 
100003 0 
100004 0 
100004 0 
100004 0 
100002 0 
100004 0 
100004 0 
100003 0 
100005 0 
100003 0 
100003 0 
100005 0 
100002 0 
100000 0 
100003 0 
100003 0 
100004 0 
100003 0 
100002 0 
100005 0 
100003 0 
100001 0 
100004 0 
100003 0 
100004 0 
100004 0 
100004 0 
100003 0 
100004 0 
100003 0 
100004 0 
100004 0 
100002 0 
100001 0 
100004 0 
100003 0 
100002 0 
100005 0 
100002 0 
100004 0 
100003 0 
100005 0 
100001 0 
100004 0 
100004 0 
100003 0 
100003 0 
100003 0 
100003 0 
100002 0 
100003 0 
100003 0 
100003 0 
100002 0 
100002 0 
100002 0 
100002 0 
100002 0 
100003 0 
100002 0 
100002 0 
100002 0 
100003 0 
100002 0 
100002 0 
100002 0 
100002 0 
100002 0 
100002 0 
100002 0 
100003 0 
100003 0 
100001 0 
100002 0 
100001 0 
100003 0 
100001 0 
100002 0 
100001 0 
100002 0 
100001 0 
100000 0 
100002 0 
100001 0 
100002 0 
100001 0 
100003 0 
100002 0 
100002 0 
100003 0 
100003 0 
100002 0 
100002 0 
100002 0 
100002 0 
100003 0 
100003 0 
100001 0 
100001 0 
100002 0 
100001 0 
100001 0 
100001 0 
100002 0 
100002 0 
100002 0 
100002 0 
100001 0 
100000 0 
100003 0 
100002 0 
100002 0 
100003 0 
100002 0 
100002 0 
100001 0 
100002 0 
100001 0 
100001 0 
100001 0 
100001 0 
100002 0 
100001 0 
100002 0 
100001 0 
100001 0 
100001 0 
100002 0 
100001 0 
100001 0 
100001 0 
100002 0 
100002 0 
100001 0 
100002 0 
100001 0 
100001 0 
100002 0 
100002 0 
100002 0 
100002 0 
100002 0 
100001 0 
100001 0 
100002 0 
100002 0 
100001 0 
100001 0 
99999.9 0 
100001 0 
100001 0 
100001 0 
99999.8 0 
100000 0 
100001 0 
100002 0 
100002 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100002 0 
100000 0 
100002 0 
100001 0 
100001 0 
100001 0 
100002 0 
100002 0 
100001 0 
100002 0 
100000 0 
100002 0 
100002 0 
100001 0 
100001 0 
100001 0 
99999.7 0 
100001 0 
100001 0 
100001 0 
100002 0 
100002 0 
100001 0 
99999.7 0 
100001 0 
99999.8 0 
100001 0 
100001 0 
99999.9 0 
100001 0 
100000 0 
100000 0 
100001 0 
100001 0 
100001 0 
100001 0 
100000 0 
100002 0 
100001 0 
100001 0 
100001 0 
99999.8 0 
100001 0 
100001 0 
100000 0 
100001 0 
100000 0 
100001 0 
100001 0 
100002 0 
100002 0 
100001 0 
99999.7 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100000 0 
100000 0 
100001 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
99999.8 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100001 0 
99999.8 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
99999.8 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100001 0 
100000 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100000 0 
100001 0 
100001 0 
100000 0 
100000 0 
100001 0 
100001 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100000 0 
99999.9 0 
100001 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100000 0 
100001 0 
100001 0 
100000 0 
100000 0 
100001 0 
100000 0 
100000 0 
99999.7 0 
99999.5 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
99999.6 0 
100000 0 
100000 0 
100000 0 
100001 0 
100000 0 
100000 0 
100001 0 
100001 0 
100001 0 
100000 0 
100001 0 
100001 0 
100001 0 
100000 0 
100000 0 
100001 0 
99999.8 0 
100000 0 
100000 0 
100000 0 
99999.7 0 
100000 0 
100001 0 
100001 0 
100000 0 
99999.9 0 
100000 0 
100000 0 
100000 0 
100000 0 
100001 0 
100001 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
99999.9 0 
100000 0 
100000 0 
100001 0 
100000 0 
100001 0 
100000 0 
100000 0 
100000 0 
100000 0 
100001 0 
100000 0 
100000 0 
100000 0 
100001 0 
100000 0 
99999.7 0 
100001 0 
100001 0 
100000 0 
99999.6 0 
100000 0 
100001 0 
100000 0 
100000 0 
100000 0 
99999.6 0 
100000 0 
100000 0 
100000 0 
99999.8 0 
100000 0 
100000 0 
100000 0 
100001 0 
100001 0 
100000 0 
100001 0 
100000 0 
100000 0 
100000 0 
99999.7 0 
100000 0 
100000 0 
99999.8 0 
99999.8 0 
99999.8 0 
100000 0 
100000 0 
99999.9 0 
99999.6 0 
99999.9 0 
100001 0 
100000 0 
100001 0 
100000 0 
100000 0 
100001 0 
100000 0 
100001 0 
99999.7 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100001 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100001 0 
100001 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
100000 0 
99999.9 0 
100000 0 
100000 0 
100000 0 
}
